"","Study_site","file","Study_Name","Site_Name","Observational","Latitude__decimal_degrees","Longitude__Decimal_Degrees","Altitude__m","Country","Sample_StartDate_Month","Sample_StartDate_Year","Sample_EndDate_Month","Sample_EndDate_Year","ExtractionMethod","Sampled_Area","Sampled_Area_Unit","Sample_Effort","PH","PH_Collection_Method","Organic_Carbon__percent","Soil_Organic_Matter__percent","C.N_ratio","Sand__percent","Silt__percent","Clay__percent","Soil_Moisture_percent","Water_Holding_Capacity_percent__versus_dry_weight","SoilType","LandUse","HabitatCover","SpeciesRichness","SpeciesRichnessUnit","Habitat_as_described","Site_WetBiomass","Site_WetBiomassUnits","NumberofSpecies","Site_NumberofIndividuals","ph_new"
"606","France-Bouché Bou-213","000_Guernion2014","France-Bouché","Bou-213","Observation",47.25,0.284,36,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,8,"H20",NA,2.9,NA,38.8,38.8,19.4,NA,NA,NA,"Unknown","Unknown/Other",5,"Number of species","Forest and seminatural areas Waste land",NA,NA,6,NA,8
"607","France-Bouché Bou-215","000_Guernion2014","France-Bouché","Bou-215","Observation",47.169,0.338,115,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,8,"H20",NA,1.5,NA,29.6,34.5,34.5,NA,NA,NA,"Unknown","Unknown/Other",4,"Number of species","Forest and seminatural areas Waste land",NA,NA,5,NA,8
"608","France-Bouché Bou-216","000_Guernion2014","France-Bouché","Bou-216","Observation",46.971,0.104,106,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,8.1,"H20",NA,1.6,NA,88.6,4.9,4.9,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,8.1
"609","France-Bouché Bou-216","000_Guernion2014","France-Bouché","Bou-216","Observation",46.971,0.104,106,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,8.2,"H20",NA,2.3,NA,87.9,4.9,4.9,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",1,"Number of species","Forest and seminatural areas Wood",NA,NA,6,NA,8.2
"610","France-Bouché Bou-218","000_Guernion2014","France-Bouché","Bou-218","Observation",46.89,-0.04,64,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.8,"H20",NA,1.9,NA,39.2,39.2,19.6,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,7.8
"611","France-Bouché Bou-219","000_Guernion2014","France-Bouché","Bou-219","Observation",46.611,-0.229,181,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.4,"H20",NA,2.5,NA,48.8,9.8,39,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,7,NA,5.4
"612","France-Bouché Bou-220","000_Guernion2014","France-Bouché","Bou-220","Observation",46.413,-0.292,79,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.9,"H20",NA,3.5,NA,38.6,38.6,19.3,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,7.9
"613","France-Bouché Bou-221","000_Guernion2014","France-Bouché","Bou-221","Observation",46.206,-0.652,20,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.7,"H20",NA,2.3,NA,4.9,48.8,44,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,7.7
"614","France-Bouché Bou-222","000_Guernion2014","France-Bouché","Bou-222","Observation",45.603,-0.931,10,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,8,"H20",NA,3.7,NA,28.9,33.7,33.7,NA,NA,NA,"Pasture","Herbaceous",4,"Number of species","Agricultural areas Meadow",NA,NA,5,NA,8
"615","France-Bouché Bou-223","000_Guernion2014","France-Bouché","Bou-223","Observation",45.549,-1.075,6,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,6.2,"H20",NA,3.6,NA,86.7,4.8,4.8,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Forest and seminatural areas Wood",NA,NA,5,NA,6.2
"616","France-Bouché Bou-224","000_Guernion2014","France-Bouché","Bou-224","Observation",45.459,-1.12,11,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,6,"H20",NA,1.9,NA,88.3,4.9,4.9,NA,NA,NA,"Secondary vegetation","Shrub",2,"Number of species","Forest and seminatural areas Moor",NA,NA,2,NA,6
"617","France-Bouché Bou-225","000_Guernion2014","France-Bouché","Bou-225","Observation",44.388,-1.183,23,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,6.2,"H20",NA,6,NA,61.1,23.5,9.4,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Forest and seminatural areas Wood",NA,NA,4,NA,6.2
"618","France-Bouché Bou-226","000_Guernion2014","France-Bouché","Bou-226","Observation",45.081,-1.048,24,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.4,"H20",NA,2.1,NA,88.1,4.9,4.9,NA,NA,NA,"Pasture","Herbaceous",4,"Number of species","Agricultural areas Meadow",NA,NA,5,NA,5.4
"619","France-Bouché Bou-227","000_Guernion2014","France-Bouché","Bou-227","Observation",44.64,-0.994,5,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,4.7,"H20",NA,2.5,NA,87.7,4.9,4.9,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,4.7
"620","France-Bouché Bou-227","000_Guernion2014","France-Bouché","Bou-227","Observation",44.64,-0.994,5,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,4.8,"H20",NA,5,NA,85.5,4.8,4.8,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",1,"Number of species","Forest and seminatural areas Wood",NA,NA,4,NA,4.8
"621","France-Bouché Bou-230","000_Guernion2014","France-Bouché","Bou-230","Observation",43.38,-1.336,101,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,6.2,"H20",NA,2.1,NA,29.4,34.3,34.3,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,6.2
"622","France-Bouché Bou-231","000_Guernion2014","France-Bouché","Bou-231","Observation",43.344,-1.093,193,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.4,"H20",NA,2.4,NA,29.3,34.2,34.2,NA,NA,NA,"Pasture","Herbaceous",4,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,7.4
"623","France-Bouché Bou-232","000_Guernion2014","France-Bouché","Bou-232","Observation",43.344,-1.084,130,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,6.1,"H20",NA,3,NA,29.1,33.9,33.9,NA,NA,NA,"Unknown","Wetland",5,"Number of species","Wetlands Riverbank",NA,NA,5,NA,6.1
"624","France-Bouché Bou-235","000_Guernion2014","France-Bouché","Bou-235","Observation",43.767,-0.4,61,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.9,"H20",NA,1.6,NA,39.3,39.3,19.7,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,5,NA,5.9
"625","France-Bouché Bou-236","000_Guernion2014","France-Bouché","Bou-236","Observation",43.767,-0.283,94,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.1,"H20",NA,2.2,NA,39.1,39.1,19.6,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",2,"Number of species","Forest and seminatural areas Forest",NA,NA,2,NA,5.1
"626","France-Bouché Bou-237","000_Guernion2014","France-Bouché","Bou-237","Observation",43.686,-0.238,88,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.5,"H20",NA,1.8,NA,29.5,34.4,34.4,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",2,"Number of species","Forest and seminatural areas Wood",NA,NA,3,NA,5.5
"627","France-Bouché Bou-238","000_Guernion2014","France-Bouché","Bou-238","Observation",43.596,-0.175,118,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5,"H20",NA,1.3,NA,4.9,49.3,44.4,NA,NA,NA,"Pasture","Herbaceous",4,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,5
"628","France-Bouché Bou-239","000_Guernion2014","France-Bouché","Bou-239","Observation",43.515,-0.004,158,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.7,"H20",NA,4.6,NA,28.6,33.4,33.4,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Agricultural areas Meadow",NA,NA,7,NA,7.7
"629","France-Bouché Bou-240","000_Guernion2014","France-Bouché","Bou-240","Observation",43.272,0.068,284,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.6,"H20",NA,3.7,NA,28.9,33.7,33.7,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Agricultural areas Meadow",NA,NA,8,NA,5.6
"630","France-Bouché Bou-241","000_Guernion2014","France-Bouché","Bou-241","Observation",43.155,-0.022,398,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.2,"H20",NA,2.9,NA,29.1,34,34,NA,NA,NA,"Pasture","Herbaceous",8,"Number of species","Agricultural areas Meadow",NA,NA,8,NA,5.2
"631","France-Bouché Bou-242","000_Guernion2014","France-Bouché","Bou-242","Observation",42.984,-0.085,435,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.6,"H20",NA,2,NA,78.4,9.8,9.8,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,7,NA,5.6
"632","France-Bouché Bou-243","000_Guernion2014","France-Bouché","Bou-243","Observation",42.858,-0.004,860,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,6.1,"H20",NA,4.9,NA,38,38,19,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,6.1
"633","France-Bouché Bou-244","000_Guernion2014","France-Bouché","Bou-244","Observation",43.119,0.104,462,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.2,"H20",NA,4.1,NA,38.4,38.4,19.2,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,7.2
"634","France-Bouché Bou-245","000_Guernion2014","France-Bouché","Bou-245","Observation",43.092,0.131,495,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.8,"H20",NA,5.4,NA,61.5,23.6,9.5,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,5.8
"635","France-Bouché Bou-246","000_Guernion2014","France-Bouché","Bou-246","Observation",43.119,0.402,603,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.3,"H20",NA,4.1,NA,62.4,24,9.6,NA,NA,NA,"Pasture","Herbaceous",4,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,5.3
"636","France-Bouché Bou-247","000_Guernion2014","France-Bouché","Bou-247","Observation",43.083,0.546,486,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.7,"H20",NA,1.4,NA,39.5,39.5,19.7,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,5.7
"637","France-Bouché Bou-248","000_Guernion2014","France-Bouché","Bou-248","Observation",43.029,0.6,439,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.3,"H20",NA,11.3,NA,26.6,31,31,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",3,"Number of species","Forest and seminatural areas Wood",NA,NA,3,NA,7.3
"638","France-Bouché Bou-249","000_Guernion2014","France-Bouché","Bou-249","Observation",42.939,0.681,1011,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.4,"H20",NA,1.9,NA,39.2,39.2,19.6,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Meadow",NA,NA,3,NA,7.4
"639","France-Bouché Bou-250","000_Guernion2014","France-Bouché","Bou-250","Observation",42.993,0.708,764,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,6.5,"H20",NA,0.8,NA,39.7,39.7,19.8,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Agricultural areas Mountain pasture",NA,NA,10,NA,6.5
"640","France-Bouché Bou-250","000_Guernion2014","France-Bouché","Bou-250","Observation",42.993,0.708,764,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.9,"H20",NA,8.2,NA,82.6,4.6,4.6,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",1,"Number of species","Forest and seminatural areas Forest",NA,NA,10,NA,5.9
"641","France-Bouché Bou-252","000_Guernion2014","France-Bouché","Bou-252","Observation",43.011,0.798,445,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.7,"H20",NA,3.5,NA,29,33.8,33.8,NA,NA,NA,"Pasture","Herbaceous",4,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,5.7
"642","France-Bouché Bou-253","000_Guernion2014","France-Bouché","Bou-253","Observation",43.155,0.951,310,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.5,"H20",NA,2.7,NA,38.9,38.9,19.5,NA,NA,NA,"Pasture","Herbaceous",4,"Number of species","Agricultural areas Meadow",NA,NA,5,NA,7.5
"643","France-Bouché Bou-254","000_Guernion2014","France-Bouché","Bou-254","Observation",43.335,1.248,202,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,6.5,"H20",NA,2.5,NA,39,39,19.5,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Meadow",NA,NA,3,NA,6.5
"644","France-Bouché Bou-255","000_Guernion2014","France-Bouché","Bou-255","Observation",43.587,1.167,239,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.6,"H20",NA,1.7,NA,39.3,39.3,19.7,NA,NA,NA,"Pasture","Herbaceous",1,"Number of species","Agricultural areas Meadow",NA,NA,1,NA,5.6
"645","France-Bouché Bou-256","000_Guernion2014","France-Bouché","Bou-256","Observation",43.65,0.888,147,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.5,"H20",NA,2.2,NA,29.3,34.2,34.2,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,7.5
"646","France-Bouché Bou-257","000_Guernion2014","France-Bouché","Bou-257","Observation",43.65,0.789,163,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.8,"H20",NA,2.2,NA,4.9,48.9,44,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,7.8
"647","France-Bouché Bou-258","000_Guernion2014","France-Bouché","Bou-258","Observation",43.893,0.645,87,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.3,"H20",NA,1.5,NA,29.6,34.5,34.5,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Meadow",NA,NA,5,NA,5.3
"648","France-Bouché Bou-258","000_Guernion2014","France-Bouché","Bou-258","Observation",43.893,0.645,87,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.3,"H20",NA,5,NA,28.5,33.3,33.3,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",2,"Number of species","Forest and seminatural areas Wood",NA,NA,5,NA,5.3
"649","France-Bouché Bou-260","000_Guernion2014","France-Bouché","Bou-260","Observation",43.902,0.636,90,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.7,"H20",NA,3.4,NA,4.8,48.3,43.5,NA,NA,NA,"Unknown","Wetland",3,"Number of species","Wetlands Riverbank",NA,NA,3,NA,7.7
"650","France-Bouché Bou-262","000_Guernion2014","France-Bouché","Bou-262","Observation",44.019,0.627,112,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.8,"H20",NA,2.5,NA,4.9,48.8,43.9,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Meadow",NA,NA,2,NA,7.8
"651","France-Bouché Bou-263","000_Guernion2014","France-Bouché","Bou-263","Observation",43.974,0.672,144,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.5,"H20",NA,2.7,NA,29.2,34,34,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Meadow",NA,NA,2,NA,7.5
"652","France-Bouché Bou-264","000_Guernion2014","France-Bouché","Bou-264","Observation",44.163,0.609,72,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,6.3,"H20",NA,1.9,NA,63.7,24.5,9.8,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,3,NA,6.3
"653","France-Bouché Bou-265","000_Guernion2014","France-Bouché","Bou-265","Observation",44.307,0.879,186,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.5,"H20",NA,2.4,NA,39,39,19.5,NA,NA,NA,"Pasture","Herbaceous",8,"Number of species","Agricultural areas Meadow",NA,NA,12,NA,7.5
"654","France-Bouché Bou-265","000_Guernion2014","France-Bouché","Bou-265","Observation",44.307,0.879,186,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.6,"H20",NA,3.7,NA,38.5,38.5,19.3,NA,NA,NA,"Unknown","Unknown/Other",3,"Number of species","Artificial surfaces ditch",NA,NA,12,NA,7.6
"655","France-Bouché Bou-267","000_Guernion2014","France-Bouché","Bou-267","Observation",44.388,1.005,133,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.6,"H20",NA,2,NA,29.4,34.3,34.3,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,7.6
"656","France-Bouché Bou-268","000_Guernion2014","France-Bouché","Bou-268","Observation",44.271,1.149,142,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.6,"H20",NA,2.1,NA,4.9,48.9,44,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,7.6
"657","France-Bouché Bou-269","000_Guernion2014","France-Bouché","Bou-269","Observation",44.109,1.104,73,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,6.7,"H20",NA,1.7,NA,4.9,49.2,44.2,NA,NA,NA,"Pasture","Herbaceous",1,"Number of species","Agricultural areas Meadow",NA,NA,1,NA,6.7
"658","France-Bouché Bou-271","000_Guernion2014","France-Bouché","Bou-271","Observation",43.911,1.77,230,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.4,"H20",NA,1.8,NA,49.1,9.8,39.3,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Meadow",NA,NA,2,NA,5.4
"659","France-Bouché Bou-272","000_Guernion2014","France-Bouché","Bou-272","Observation",43.767,1.995,154,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,6.2,"H20",NA,1.4,NA,49.3,9.9,39.4,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,6.2
"660","France-Bouché Bou-273","000_Guernion2014","France-Bouché","Bou-273","Observation",43.29,1.896,267,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.6,"H20",NA,2,NA,4.9,49,44.1,NA,NA,NA,"Secondary vegetation","Herbaceous",4,"Number of species","Forest and seminatural areas Grassland",NA,NA,5,NA,7.6
"661","France-Bouché Bou-274","000_Guernion2014","France-Bouché","Bou-274","Observation",43.254,1.734,263,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.8,"H20",NA,1.5,NA,29.6,34.5,34.5,NA,NA,NA,"Pasture","Herbaceous",1,"Number of species","Agricultural areas Meadow",NA,NA,1,NA,7.8
"662","France-Bouché Bou-275","000_Guernion2014","France-Bouché","Bou-275","Observation",43.083,1.437,378,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.8,"H20",NA,1.1,NA,29.7,34.6,34.6,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,3,NA,7.8
"663","France-Bouché Bou-276","000_Guernion2014","France-Bouché","Bou-276","Observation",42.993,1.194,435,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.3,"H20",NA,3.6,NA,28.9,33.8,33.8,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,7.3
"664","France-Bouché Bou-278","000_Guernion2014","France-Bouché","Bou-278","Observation",43.011,1.509,487,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.4,"H20",NA,3.4,NA,29,33.8,33.8,NA,NA,NA,"Pasture","Herbaceous",4,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,7.4
"665","France-Bouché Bou-279","000_Guernion2014","France-Bouché","Bou-279","Observation",42.867,1.617,481,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.6,"H20",NA,3,NA,63.1,24.3,9.7,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Meadow",NA,NA,2,NA,5.6
"666","France-Bouché Bou-280","000_Guernion2014","France-Bouché","Bou-280","Observation",42.813,1.635,505,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.5,"H20",NA,2.6,NA,87.7,4.9,4.9,NA,NA,NA,"Pasture","Herbaceous",1,"Number of species","Agricultural areas Meadow",NA,NA,2,NA,7.5
"667","France-Bouché Bou-281","000_Guernion2014","France-Bouché","Bou-281","Observation",42.705,1.833,852,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.5,"H20",NA,5.9,NA,84.7,4.7,4.7,NA,NA,NA,"Pasture","Herbaceous",4,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,5.5
"668","France-Bouché Bou-282","000_Guernion2014","France-Bouché","Bou-282","Observation",42.543,1.815,1950,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5,"H20",NA,7.2,NA,83.6,4.6,4.6,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Mountain pasture",NA,NA,3,NA,5
"669","France-Bouché Bou-283","000_Guernion2014","France-Bouché","Bou-283","Observation",42.462,1.959,1205,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,4.9,"H20",NA,4,NA,86.4,4.8,4.8,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,4.9
"670","France-Bouché Bou-285","000_Guernion2014","France-Bouché","Bou-285","Observation",42.48,2.067,1537,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.7,"H20",NA,3.1,NA,48.4,9.7,38.7,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Meadow",NA,NA,2,NA,5.7
"671","France-Bouché Bou-286","000_Guernion2014","France-Bouché","Bou-286","Observation",42.498,2.085,1592,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.2,"H20",NA,3.5,NA,77.2,9.6,9.6,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,5.2
"672","France-Bouché Bou-287","000_Guernion2014","France-Bouché","Bou-287","Observation",42.624,2.472,403,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.9,"H20",NA,1.3,NA,64.2,24.7,9.9,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",6,"Number of species","Agricultural areas Orchard",NA,NA,6,NA,5.9
"673","France-Bouché Bou-289","000_Guernion2014","France-Bouché","Bou-289","Observation",43.218,3.048,5,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,7.8,"H20",NA,2.6,NA,39,39,19.5,NA,NA,NA,"Unknown","Wetland",4,"Number of species","Wetlands Riverbank",NA,NA,5,NA,7.8
"674","France-Bouché Bou-290","000_Guernion2014","France-Bouché","Bou-290","Observation",43.506,3.453,22,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,8.1,"H20",NA,2,NA,88.2,4.9,4.9,NA,NA,NA,"Unknown","Wetland",2,"Number of species","Wetlands Riverbank",NA,NA,2,NA,8.1
"675","France-Bouché Bou-291","000_Guernion2014","France-Bouché","Bou-291","Observation",45.108,3.129,1118,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,5.2,"H20",NA,9.9,NA,81.1,4.5,4.5,NA,NA,NA,"Pasture","Herbaceous",1,"Number of species","Agricultural areas Meadow",NA,NA,1,NA,5.2
"676","France-Bouché Bou-292","000_Guernion2014","France-Bouché","Bou-292","Observation",45.405,3.264,460,"France",11,1967,11,1967,"Hand sorting",300000,"cm3",1,6.4,"H20",NA,3.1,NA,29.1,33.9,33.9,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,6.4
