"Study_site","file.x","Study_ID","Site_Name.x","SpeciesBinomial","MorphospeciesID","Genus","Family","LifeStage","Native.Nonnative","Functional_Type","Abundance","Abundance_Unit","WetBiomass","WetBiomassUnits","file.y","Study_Name","Site_Name.y","Observational","Latitude__decimal_degrees","Longitude__Decimal_Degrees","Altitude__m","Country","Sample_StartDate_Month","Sample_StartDate_Year","Sample_EndDate_Month","Sample_EndDate_Year","ExtractionMethod","Sampled_Area","Sampled_Area_Unit","Sample_Effort","PH","PH_Collection_Method","Organic_Carbon__percent","Soil_Organic_Matter__percent","C.N_ratio","Sand__percent","Silt__percent","Clay__percent","Soil_Moisture_percent","Water_Holding_Capacity_percent__versus_dry_weight","SoilType","LandUse","HabitatCover","SpeciesRichness","SpeciesRichnessUnit","Habitat_as_described","Site_WetBiomass","Site_WetBiomassUnits","NumberofSpecies","Site_NumberofIndividuals"
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Otolasion cyaneum",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.09,"H20",NA,NA,NA,NA,NA,NA,34.7,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Otolasion cyaneum",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.22,"H20",NA,NA,NA,NA,NA,NA,33,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea longa",NA,NA,NA,"Adult","Non-native","Anecic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.85,"H20",NA,NA,NA,NA,NA,NA,45.8,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea longa",NA,NA,NA,"Adult","Non-native","Anecic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.36,"H20",NA,NA,NA,NA,NA,NA,36,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea longa",NA,NA,NA,"Adult","Non-native","Anecic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.09,"H20",NA,NA,NA,NA,NA,NA,34.7,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea longa",NA,NA,NA,"Adult","Non-native","Anecic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.22,"H20",NA,NA,NA,NA,NA,NA,33,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.85,"H20",NA,NA,NA,NA,NA,NA,45.8,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.36,"H20",NA,NA,NA,NA,NA,NA,36,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.09,"H20",NA,NA,NA,NA,NA,NA,34.7,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.22,"H20",NA,NA,NA,NA,NA,NA,33,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea rosea",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.85,"H20",NA,NA,NA,NA,NA,NA,45.8,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea rosea",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.36,"H20",NA,NA,NA,NA,NA,NA,36,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea rosea",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.09,"H20",NA,NA,NA,NA,NA,NA,34.7,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea rosea",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.22,"H20",NA,NA,NA,NA,NA,NA,33,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.85,"H20",NA,NA,NA,NA,NA,NA,45.8,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.36,"H20",NA,NA,NA,NA,NA,NA,36,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.09,"H20",NA,NA,NA,NA,NA,NA,34.7,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.22,"H20",NA,NA,NA,NA,NA,NA,33,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea tuberculata",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.85,"H20",NA,NA,NA,NA,NA,NA,45.8,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea tuberculata",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.36,"H20",NA,NA,NA,NA,NA,NA,36,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea tuberculata",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.09,"H20",NA,NA,NA,NA,NA,NA,34.7,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea tuberculata",NA,NA,NA,"Adult","Non-native","Endogeic",2,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.22,"H20",NA,NA,NA,NA,NA,NA,33,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",5,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.85,"H20",NA,NA,NA,NA,NA,NA,45.8,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",5,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.36,"H20",NA,NA,NA,NA,NA,NA,36,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",5,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.09,"H20",NA,NA,NA,NA,NA,NA,34.7,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_28","46_Kernecker2015","Kernecker1","2_AG_UP_28","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",5,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_28","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.22,"H20",NA,NA,NA,NA,NA,NA,33,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,18
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",5,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.08,"H20",NA,NA,NA,NA,NA,NA,36.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",5,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.52,"H20",NA,NA,NA,NA,NA,NA,38.1,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",5,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.2,"H20",NA,NA,NA,NA,NA,NA,30.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",5,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.61,"H20",NA,NA,NA,NA,NA,NA,35.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.08,"H20",NA,NA,NA,NA,NA,NA,36.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.52,"H20",NA,NA,NA,NA,NA,NA,38.1,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.2,"H20",NA,NA,NA,NA,NA,NA,30.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Octolasion tyrtaeum",NA,NA,NA,"Adult","Non-native","Endogeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.61,"H20",NA,NA,NA,NA,NA,NA,35.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Lumbricus rubellus",NA,NA,NA,"Adult","Non-native","Epigeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.08,"H20",NA,NA,NA,NA,NA,NA,36.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Lumbricus rubellus",NA,NA,NA,"Adult","Non-native","Epigeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.52,"H20",NA,NA,NA,NA,NA,NA,38.1,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Lumbricus rubellus",NA,NA,NA,"Adult","Non-native","Epigeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.2,"H20",NA,NA,NA,NA,NA,NA,30.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Lumbricus rubellus",NA,NA,NA,"Adult","Non-native","Epigeic",1,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.61,"H20",NA,NA,NA,NA,NA,NA,35.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",4,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.08,"H20",NA,NA,NA,NA,NA,NA,36.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",4,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.52,"H20",NA,NA,NA,NA,NA,NA,38.1,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",4,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.2,"H20",NA,NA,NA,NA,NA,NA,30.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",4,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.61,"H20",NA,NA,NA,NA,NA,NA,35.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",9,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.08,"H20",NA,NA,NA,NA,NA,NA,36.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",9,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.52,"H20",NA,NA,NA,NA,NA,NA,38.1,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",9,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.2,"H20",NA,NA,NA,NA,NA,NA,30.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea turgida",NA,NA,NA,"Adult","Non-native","Endogeic",9,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.61,"H20",NA,NA,NA,NA,NA,NA,35.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea tuberculata",NA,NA,NA,"Adult","Non-native","Endogeic",3,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.08,"H20",NA,NA,NA,NA,NA,NA,36.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea tuberculata",NA,NA,NA,"Adult","Non-native","Endogeic",3,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.52,"H20",NA,NA,NA,NA,NA,NA,38.1,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea tuberculata",NA,NA,NA,"Adult","Non-native","Endogeic",3,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.2,"H20",NA,NA,NA,NA,NA,NA,30.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
"Kernecker1 2_AG_UP_29","46_Kernecker2015","Kernecker1","2_AG_UP_29","Aporrectodea tuberculata",NA,NA,NA,"Adult","Non-native","Endogeic",3,"Number of individuals",NA,NA,"46_Kernecker2015","Kernecker1","2_AG_UP_29","Observation",45.15367483,-72.94905,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.61,"H20",NA,NA,NA,NA,NA,NA,35.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,27
